max;memory_based;min;none;parallel;parallel_force;polly;polly_delinearize;polly_dependences_analysis_type;polly_no_tiling;polly_opt_fusion;polly_opt_simplify_deps;polly_parallel;polly_vectorizer;pollydefaulttilesize;pollydefaulttilesize_1024;pollydefaulttilesize_16;pollydefaulttilesize_256;pollydefaulttilesize_4;pollydefaulttilesize_64;pollyoptmaxcoefficient;pollyoptmaxcoefficient_1;pollyoptmaxcoefficient_10;pollyoptmaxcoefficient_100;pollyoptmaxcoefficient_1000;pollyoptmaxcoefficient_10000;pollyoptmaxconstantterm;pollyoptmaxconstantterm_1;pollyoptmaxconstantterm_10;pollyoptmaxconstantterm_100;pollyoptmaxconstantterm_1000;pollyoptmaxconstantterm_10000;pollyrtcmaxparameters;pollyrtcmaxparameters_1;pollyrtcmaxparameters_16;pollyrtcmaxparameters_2;pollyrtcmaxparameters_4;pollyrtcmaxparameters_8;value_based;Performance;ElapsedTime
0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;30.086666666666662;30.093333333333337
0;0;1;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;14.93;2.02
1;0;0;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;28.646666666666665;28.64666666666667
1;1;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;28.313333333333333;28.32
1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;29.78;29.786666666666665
1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;29.166666666666668;29.176666666666666
0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;16.14;8.313333333333334
1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;28.613333333333333;28.619999999999997
1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;29.070000000000004;29.076666666666664
1;0;0;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;29.706666666666667;29.713333333333335
1;0;0;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;28.61;28.61333333333333
1;1;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;28.59;28.59666666666667
1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;30.67;3.9466666666666663
1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;29.076666666666668;29.076666666666668
1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;30.930000000000003;3.9699999999999998
1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;29.633333333333336;29.633333333333333
0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;11.39;11.393333333333334
0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;29.166666666666668;29.173333333333332
1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;30.830000000000002;3.940000000000001
0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;30.863333333333333;3.956666666666667
0;1;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;28.62666666666667;28.636666666666667
1;1;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;31.176666666666666;3.9966666666666666
0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;23.956666666666667;23.966666666666665
0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;18.473333333333333;18.476666666666667
0;1;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;29.14;29.139999999999997
0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;30.963333333333335;3.99
0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;28.569999999999997;28.573333333333338
0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;24.73;24.73333333333333
1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;28.61;28.613333333333333
0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;29.25;29.256666666666668
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;30.67;3.9433333333333334
0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;18.146666666666665;2.3866666666666667
1;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;29.0;29.009999999999998
0;1;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;28.58666666666667;28.593333333333334
0;1;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;28.669999999999998;28.673333333333332
1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;29.366666666666664;29.373333333333335
0;0;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;6.743333333333333;6.743333333333333
1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;31.040000000000003;3.996666666666666
1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;28.92;28.923333333333332
1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;30.593333333333334;3.9266666666666667
0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;12.503333333333336;12.513333333333334
1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;30.669999999999998;3.95
0;1;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;29.126666666666665;29.126666666666665
1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;29.143333333333334;29.150000000000002
1;0;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;30.639999999999997;3.9266666666666667
0;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;29.16333333333333;29.16333333333333
1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;29.66;29.666666666666664
1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;29.74;29.743333333333332
1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;29.733333333333334;29.743333333333336
1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;28.603333333333335;28.60666666666667
0;0;1;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;5.626666666666666;5.63
0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;29.02333333333333;29.026666666666664
1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;29.106666666666666;29.116666666666664
0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;25.483333333333334;25.486666666666668
0;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;29.2;29.206666666666667
0;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;29.070000000000004;29.076666666666664
1;1;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;28.49666666666667;28.503333333333334
0;0;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;10.479999999999999;10.483333333333334
1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;29.090000000000003;29.099999999999998
1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;29.189999999999998;29.196666666666665
0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;31.13;3.9899999999999998
1;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;30.916666666666668;3.963333333333334
0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;28.59;28.593333333333334
0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;28.346666666666664;3.646666666666667
0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;30.863333333333333;3.9633333333333334
1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;28.613333333333333;28.616666666666664
0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;11.126666666666667;11.136666666666667
0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;12.523333333333333;12.533333333333333
1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;30.656666666666666;3.9166666666666665
1;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;28.573333333333334;28.576666666666668
1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;30.883333333333336;3.9666666666666663
1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;28.593333333333334;28.600000000000005
1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;29.179999999999996;29.186666666666667
1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;28.55;28.559999999999995
1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;1;28.89;28.889999999999997
1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;30.69666666666667;3.9600000000000004
0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;28.92;28.92
1;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;28.506666666666664;28.51666666666667
1;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;29.116666666666664;29.116666666666667
1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;29.336666666666662;29.34
1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;30.926666666666666;3.9633333333333334
1;0;0;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;30.796666666666667;3.943333333333333
1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;28.459999999999997;28.46666666666667
1;1;0;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;29.063333333333333;29.07
1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;30.69333333333333;3.9199999999999995
1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;29.503333333333334;29.506666666666668
0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;29.786666666666665;29.79
1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;30.80666666666667;3.9700000000000006
1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;28.53333333333333;28.543333333333333
1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;30.84;3.9499999999999997
1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;29.046666666666667;29.05
1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;28.50333333333333;28.513333333333332
1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;29.203333333333333;29.21333333333333
1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;30.976666666666663;3.9633333333333334
1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;28.53333333333333;28.54
1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;31.076666666666668;3.993333333333333
0;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;28.833333333333332;28.839999999999996
1;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;30.69666666666667;3.93
1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;30.83666666666667;3.976666666666667
0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;28.59;28.596666666666668
0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;29.183333333333334;29.189999999999998
0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;29.14;29.150000000000002
1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;28.310000000000002;28.32333333333333
1;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;30.636666666666667;3.93
0;1;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;29.63;29.633333333333333
0;0;1;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;18.23;2.396666666666667
1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;30.62;3.94
1;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;30.27666666666667;30.276666666666667
0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;26.74;26.740000000000002
1;1;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;30.87;3.9533333333333336
1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;30.72666666666667;3.9433333333333334
1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;28.72;28.723333333333333
1;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;29.146666666666665;29.15333333333333
1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;29.113333333333333;29.116666666666667
0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;10.713333333333333;10.72
0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;23.98;23.979999999999997
1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;28.513333333333335;28.51666666666667
1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;29.126666666666665;29.12666666666667
1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;30.953333333333333;3.9699999999999998
1;0;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;28.573333333333334;28.580000000000002
1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;29.0;29.01
1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;28.546666666666667;28.546666666666667
0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;30.733333333333334;3.96
1;1;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;29.040000000000003;29.046666666666667
1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;30.69333333333333;3.9333333333333336
0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;29.09;29.096666666666668
0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;30.840000000000003;3.9533333333333336
1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;28.456666666666663;28.459999999999997
1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;30.926666666666666;3.956666666666667
0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;28.616666666666664;28.626666666666665
1;0;0;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;30.233333333333334;30.24333333333333
0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;30.886666666666667;3.9633333333333334
1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;29.12;29.126666666666665
1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;30.776666666666667;3.973333333333333
1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1;29.159999999999997;29.166666666666664
0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;30.956666666666667;3.976666666666667
0;0;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;6.5633333333333335;6.566666666666666
1;0;0;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;30.540000000000003;3.923333333333334
1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;28.576666666666664;28.576666666666664
0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;28.483333333333334;28.49
0;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;29.116666666666664;29.119999999999997
0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;8.136666666666668;4.213333333333334
1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;29.156666666666666;29.163333333333334
0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;28.336666666666662;3.66
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;30.726666666666663;3.9300000000000006
0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;30.849999999999998;3.9533333333333336
