OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,config_id
True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,1070
True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,1072
True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,1073
True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,False,1075
False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1076
False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,1078
True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,1079
False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,1080
True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,1082
True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,1083
True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1084
False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,1085
False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False,1086
False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,1087
True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,1088
True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,1089
True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,1090
False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,1091
True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,False,1092
True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,1093
True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,1094
False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,1095
True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,1096
False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,1097
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1098
False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1099
True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,False,1100
False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1101
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1102
True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,1103
False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,1104
False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1105
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,1107
False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,1108
False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,1109
False,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,1110
False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1111
True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,1112
False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,1114
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1115
False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,1116
True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,1117
True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,1118
False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,1119
True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,1120
True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,1121
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1122
True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1123
False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,1124
True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,1125
True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,1126
True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,1128
True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,1129
True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,False,1130
True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,1131
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1132
True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,1133
True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,1134
True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1135
True,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,1136
True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,1137
False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,1138
True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,1139
True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,1140
True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,1141
True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,1142
True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,1143
False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1144
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,1146
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1148
False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,False,1149
True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,1150
True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,False,1151
True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,1152
True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,1153
True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,1154
True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,1155
False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,1158
True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,1160
True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,1161
True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,1162
True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,1163
True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,1164
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1165
True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,1166
True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,1167
True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,1169
True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,1170
True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,False,1171
True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,1172
False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,1173
True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,False,1174
True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,False,1175
True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,1176
False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,1177
True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,1178
False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,1180
False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,1181
True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,1182
True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,1183
True,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,1184
True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,1185
False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,1186
True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,False,1187
True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,1188
True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,1189
False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,1190
True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,False,1191
True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,1193
False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,1194
True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,1195
True,False,True,True,False,False,True,True,False,False,True,True,True,True,False,False,1196
False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,1197
False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,1198
True,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,1199
False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,1200
False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,1201
True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,1202
True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,1203
False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,True,1204
True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,1205
False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,1206
True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,1207
True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,1208
True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,1209
True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,1210
True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,1211
True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,1212
True,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False,1213
True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1214
False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,1215
True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,1216
False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,1217
True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,1218
False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1219
False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,1220
False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,1221
True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,1222
False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,1223
False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,1225
False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,1226
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,1227
False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,1228
False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,1229
True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,1230
False,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,1231
True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,1232
False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,1233
True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,1234
True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,1236
True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,False,1237
True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,1238
True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,1239
False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,1240
True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,1241
False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,False,1242
False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,1243
False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,True,1244
True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,1245
True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,1246
False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1247
False,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,1248
False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,1249
True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,1251
False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,1252
True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1253
True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,1254
False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,1255
True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,1256
True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,1257
False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,1258
True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,1259
True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,1260
False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,1261
False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,1262
True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,1263
True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,1264
True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,1265
True,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False,1266
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,1267
False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,1268
False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,1269
False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,1270
True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,1271
True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1272
True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,1273
False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,1274
True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,1275
False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,1276
True,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,1277
True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,1278
True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,1279
True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,1280
True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,1282
True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,1283
False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,1284
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1285
True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,1287
False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,False,1288
False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,1289
True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,True,1290
False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,1291
False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,1292
False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,1293
True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,1294
True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False,1295
True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,1296
False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,1297
False,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,1298
True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,1299
False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,1300
False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,1301
True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,1302
False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,1303
True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,1304
True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1305
False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,1306
False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,True,1307
True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,1308
True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,1309
False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,1310
True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,1311
False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,1312
False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,1313
False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,1314
True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,1315
True,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,1316
False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,True,1317
False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,1319
True,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,1320
True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,1321
False,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,1322
False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,True,1323
True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,1324
True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,1325
False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,1326
True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,1327
False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,1328
False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,1329
False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,1330
True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,1331
False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,True,1332
True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,1333
True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,True,1334
False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,1335
True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,1336
True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,1337
False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1338
False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,1339
True,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,1340
False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,1342
True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,1343
False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,1344
True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,1345
True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1346
False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,1347
False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,1348
True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,1349
False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,1350
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,1351
True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,1352
True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,1353
False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,1354
False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,1355
True,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,1356
False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1357
True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,1358
False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,1359
True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,1360
True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,1361
True,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,1362
False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1363
True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,1364
True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,1365
True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,1366
True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1367
True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,1368
True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,True,1369
False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,1370
True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,1371
False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,1372
False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,1373
False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,1374
True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1375
False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,1376
False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,1377
True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,1378
True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,1379
True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,True,1380
False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,1381
False,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,1382
False,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,1383
True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,1384
True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,1385
True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,1386
True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,1387
True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,1388
False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,1389
True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,1390
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1391
False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,1392
False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,1393
True,True,False,True,False,False,True,True,True,True,False,True,True,True,False,True,1394
True,True,True,True,True,False,False,False,True,False,False,True,True,False,True,True,1395
False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,1396
True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,1397
False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1398
False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,1399
True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,1400
False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1401
True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,1402
False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1403
False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,1404
False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,True,1405
True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1406
True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1407
True,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,1408
True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1409
False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,1410
True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,1411
True,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,1412
True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,True,1413
False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,1414
True,True,True,True,False,True,False,True,True,False,False,False,True,False,True,False,1415
False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,1416
True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,1417
False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,1418
True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,1419
True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,1420
True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,1421
True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,True,1422
True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,False,1423
True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,1425
False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,1426
False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,1427
True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,1428
False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,1429
True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,1432
False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,1433
True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,1434
False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,1435
True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,1436
True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,1437
True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,1438
True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,True,1439
True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,1440
False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,1441
False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1442
True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1443
False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,1444
False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1445
False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1446
True,True,False,True,True,True,True,True,False,True,False,False,True,True,True,False,1447
True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1449
True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,1450
False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,1451
True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,1452
True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,1453
False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,1454
True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,1455
True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1456
True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,1457
True,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,1458
True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,1459
True,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,1460
True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,1461
True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,1462
True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,1463
False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,1464
True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,1465
False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,1466
True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,1467
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1468
True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,1469
True,False,True,True,True,True,False,True,True,False,False,False,True,False,True,False,1470
True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,1471
False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,1472
True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,1473
True,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,1474
False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,1475
True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,1476
False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,1477
False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,1478
True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,1479
False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,1480
True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1482
True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,False,1483
True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,1485
False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,1486
True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,1487
True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,1488
False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,True,1489
