LZP,ROLZX,RANK,TEXT,skip,TPAQ,BWTS,LZ,MTFT,SRT,X86,checksum,FPAQ,RLT,BWT,TPAQX,CM,ZRLT,Range,ROLZ,ANS0,ANS1,Huffman,config_id,jobs,blocksize
False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,635,1,1000000
True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,636,1,1000
False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,637,8,1000
True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,638,8,1000000000
True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,639,8,1000000
True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,640,1,1000
False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,False,False,False,641,8,1000000
False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,642,8,1000000
True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,643,1,1000000000
False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,644,8,1000000
False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,645,8,1000000
True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,646,4,1000000000
False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,647,8,1000
True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,648,8,1000000000
True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,649,4,1000000
True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,650,8,1000000000
True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,651,4,1000000
True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,652,4,1000000000
True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,653,4,1000000
True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,654,4,1000000
True,True,False,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,655,8,1000000000
False,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,656,8,1000000000
True,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,657,8,1000000000
True,True,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,658,4,1000
False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,659,4,1000000
False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,660,4,1000000
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,661,4,1000000000
True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,662,4,1000000
False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,False,False,663,8,1000000
False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,664,4,1000
True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,665,4,1000
True,True,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,666,4,1000000
True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,667,4,1000000
True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,668,4,1000
False,False,False,True,True,True,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,669,1,1000
True,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,670,4,1000000000
False,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,671,1,1000000
False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,672,4,1000000
True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,673,4,1000
True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,674,1,1000
False,True,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,675,1,1000000
False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,676,1,1000000
True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,677,1,1000
True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,678,4,1000
True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,679,1,1000
True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,680,1,1000000
True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,681,4,1000000000
False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,682,4,1000000000
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,683,8,1000
False,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,684,4,1000
False,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,685,1,1000000
False,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,686,4,1000000
False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,687,8,1000
False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,688,8,1000
True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,689,1,1000000
False,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,690,8,1000
True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,691,8,1000
True,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,692,8,1000
False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,693,8,1000
True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,694,4,1000
False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,695,4,1000
False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,False,696,1,1000
True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,697,8,1000
True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,698,8,1000000
False,True,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,699,8,1000
True,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,700,8,1000000000
False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,701,8,1000000000
False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,702,1,1000000
False,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,703,1,1000000
True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,704,8,1000000000
False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,705,8,1000000
True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,706,4,1000000
False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,707,4,1000
True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,708,8,1000
True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,709,8,1000000000
True,False,False,True,True,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,710,1,1000000000
False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,711,1,1000000
False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,712,4,1000000000
True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,713,1,1000000
True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,714,1,1000000000
False,False,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,715,8,1000000000
True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,716,1,1000000000
False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,717,8,1000000000
False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,718,8,1000
True,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,719,8,1000
False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,720,8,1000000000
False,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,721,8,1000000000
True,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,722,8,1000000000
False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,723,4,1000000
True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,False,724,1,1000000000
True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,725,8,1000000
True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,726,8,1000000
True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,727,8,1000000000
True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,728,4,1000000
True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,729,1,1000
False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,730,1,1000000
False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,731,1,1000000
True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,732,8,1000
False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,733,8,1000000
False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,734,4,1000000000
True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,735,8,1000
True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,736,1,1000000000
False,True,True,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,737,8,1000000
True,True,False,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,738,8,1000000000
False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,739,1,1000000
True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,740,4,1000000000
False,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,741,4,1000000
True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,742,8,1000000000
False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,743,8,1000
False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,744,4,1000
False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,745,4,1000000
True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,746,8,1000000
False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,747,8,1000000000
True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,748,1,1000000000
False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,749,8,1000
False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,750,8,1000000000
True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,751,4,1000
False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,752,8,1000000000
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,753,1,1000000
True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,754,8,1000
True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,755,4,1000
False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,756,8,1000000000
False,False,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,757,8,1000000
True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,758,8,1000000000
False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,759,4,1000000
True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,760,8,1000000000
True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,761,1,1000000000
True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,762,4,1000000
True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,763,4,1000000000
True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,764,8,1000000000
True,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,765,8,1000000000
True,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False,766,8,1000000000
True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,767,4,1000000000
True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,768,8,1000000000
False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,769,8,1000000000
True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,770,4,1000000
False,False,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,771,4,1000000000
False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,772,8,1000000000
True,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,773,4,1000000
True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True,False,False,774,4,1000
True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,775,4,1000
True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,776,8,1000000000
True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,777,1,1000000000
True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,778,1,1000000000
False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,779,1,1000000
False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,780,4,1000
True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,781,1,1000000
True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,782,1,1000000000
True,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,783,4,1000000000
True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,784,4,1000000
True,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,785,4,1000000
False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,False,786,1,1000000000
True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,787,1,1000000000
True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,788,8,1000000
True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,789,8,1000000
False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,790,1,1000000
True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,791,4,1000
True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,792,8,1000000
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,793,4,1000
True,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,794,4,1000
False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,795,8,1000000000
True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,796,8,1000
False,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,797,8,1000000000
True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,798,8,1000000
False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,799,4,1000000000
True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,800,8,1000
False,False,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,801,4,1000
False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,802,4,1000000000
True,True,False,True,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,803,1,1000000000
False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False,True,True,False,False,804,1,1000000000
True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,805,8,1000
False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,806,8,1000
False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,807,1,1000
False,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,808,1,1000000
True,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,809,8,1000
True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,810,1,1000
True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,811,4,1000000000
True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,812,8,1000000000
True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,813,4,1000000
False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,814,1,1000000
True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,815,8,1000000000
True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,816,1,1000
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,817,1,1000000000
True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,818,8,1000000
True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,819,8,1000000000
False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,820,1,1000000
True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,821,1,1000000000
True,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,822,1,1000000000
True,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,823,8,1000
True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,824,1,1000000000
False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,825,4,1000000
True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,826,4,1000
True,False,False,True,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,827,8,1000000000
True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,True,828,8,1000
False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,829,4,1000000000
False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,830,8,1000
True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,831,4,1000
False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,832,8,1000000
True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,833,4,1000000000
False,True,False,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,834,8,1000000
False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,835,4,1000000000
False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,836,4,1000000
True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,837,1,1000
False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,838,8,1000000000
False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,839,1,1000000000
False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,840,1,1000000
False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,841,4,1000
False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,842,4,1000000000
True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,843,4,1000
False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,844,8,1000
False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,845,1,1000000
False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,846,1,1000000000
False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,847,8,1000
False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,848,1,1000000
True,False,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,849,1,1000000
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,850,8,1000000
False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,851,1,1000000000
True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,852,1,1000
True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,853,1,1000000000
False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,854,1,1000000
False,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,855,4,1000000000
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,856,4,1000000
False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,857,1,1000
True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,858,8,1000000000
False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,859,8,1000
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,860,4,1000000
True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,861,4,1000000000
True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,862,1,1000000000
True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,863,1,1000
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,864,8,1000000
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,865,8,1000
True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,866,8,1000000000
True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,867,8,1000
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,868,1,1000000
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,869,8,1000000
False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,870,8,1000000000
True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,871,1,1000000000
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,872,8,1000
False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,873,8,1000000000
False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,874,8,1000000
False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,875,1,1000000000
False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,876,8,1000000000
False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,877,1,1000000000
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,878,1,1000000
True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,879,1,1000
False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,880,1,1000000000
True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,881,4,1000000000
False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,882,8,1000
False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,883,8,1000000
False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False,884,4,1000000000
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,885,8,1000000
True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,886,8,1000
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,887,8,1000000
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,888,1,1000000
True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,889,1,1000000000
True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,890,1,1000
