NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,config_id,Resampling,CBR,VBRRange
True,True,True,False,False,True,False,False,False,True,True,True,False,1088,44,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1089,48,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1090,8,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1092,48,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1094,8,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1095,22,8,0
True,False,True,False,False,True,False,True,False,True,False,True,True,1096,44,320,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1098,8,160,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1099,48,160,0
True,False,True,False,False,True,False,True,False,True,False,True,True,1100,22,160,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1101,44,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1102,8,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1103,22,320,0
True,True,True,False,True,False,False,False,False,True,False,True,False,1105,44,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1106,8,8,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1107,48,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1108,48,160,0
True,False,False,False,False,True,False,False,True,True,False,True,True,1109,8,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1111,8,8,0
True,False,True,True,False,True,False,False,True,True,False,True,False,1112,48,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1113,44,320,0
False,False,True,True,True,True,False,False,False,True,False,True,False,1114,8,8,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1115,8,320,0
True,False,True,False,False,True,False,True,False,True,False,True,True,1116,22,160,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1117,8,8,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1118,22,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1120,48,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1121,44,320,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1122,8,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1123,48,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1124,48,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1125,22,8,0
True,False,True,False,True,False,False,False,False,True,False,True,True,1126,8,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1127,22,160,0
True,True,True,False,False,True,False,True,False,True,False,True,False,1128,44,320,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1129,8,160,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1130,8,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1131,48,160,0
True,False,True,True,False,False,True,False,False,True,False,True,False,1132,44,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1133,22,160,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1134,22,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1135,48,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1136,8,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1137,8,320,0
True,False,True,True,True,True,False,False,False,False,False,True,False,1138,8,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1139,8,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1140,8,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1141,8,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1142,8,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1143,8,8,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1144,8,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1145,48,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1146,22,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1147,44,320,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1148,48,320,0
True,True,True,False,False,False,False,False,False,True,True,True,False,1150,8,8,1
True,False,True,True,False,True,False,False,True,True,False,True,False,1151,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1152,22,160,0
True,False,False,False,True,True,False,False,False,True,False,True,True,1154,48,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1155,8,160,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1156,22,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1157,44,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1158,8,320,0
False,False,True,False,False,True,False,False,False,True,True,True,True,1159,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1160,22,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1161,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1163,44,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1164,8,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1165,22,320,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1166,22,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1167,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1168,44,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1169,8,160,0
True,False,True,False,False,False,False,False,False,True,True,True,True,1170,22,8,2
True,False,True,False,False,True,False,False,False,True,True,True,True,1171,22,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1173,8,320,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1174,44,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1175,8,160,0
True,False,True,False,False,False,False,False,True,True,False,True,True,1176,22,8,2
True,True,True,False,False,True,False,False,False,True,True,True,False,1177,22,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1178,8,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1179,8,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1180,8,160,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1181,8,8,0
True,False,True,True,False,True,False,False,False,False,True,True,False,1182,8,320,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1183,44,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1184,8,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1185,8,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1186,8,8,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1187,44,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1188,22,320,0
True,False,True,False,False,True,False,True,False,True,False,True,True,1189,44,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1190,8,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1191,22,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1192,44,160,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1193,22,160,0
True,False,True,False,False,False,False,False,False,True,True,True,True,1194,44,320,0
True,False,True,True,False,True,False,False,True,True,False,True,False,1195,8,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1196,44,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1197,22,160,0
True,False,False,False,False,True,False,False,False,True,True,True,True,1198,44,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1199,22,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1200,44,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1201,44,320,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1202,8,320,0
False,False,True,True,True,True,False,False,False,True,False,True,False,1203,8,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1204,48,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1205,22,8,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1206,8,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1207,8,8,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1208,8,320,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1209,8,8,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1210,22,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1211,48,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1212,8,8,0
True,False,True,False,True,False,False,False,False,True,False,True,True,1213,48,8,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1214,8,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1215,8,160,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1216,22,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1217,22,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1218,8,160,0
True,False,True,False,False,False,False,False,False,True,True,True,True,1219,48,8,2
True,False,True,True,False,True,False,False,False,True,True,True,False,1220,22,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1221,48,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1222,48,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1223,8,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1224,48,160,0
True,False,True,False,False,True,False,True,False,False,False,True,True,1225,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1226,48,320,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1227,8,320,0
True,False,True,False,False,True,False,True,False,True,False,True,True,1228,48,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1229,48,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1230,8,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1231,22,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1232,48,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1233,8,160,0
True,False,True,True,False,True,False,False,True,True,False,True,False,1234,8,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1235,48,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1236,48,320,0
True,True,True,False,False,False,False,True,False,True,False,True,False,1237,22,8,1
True,False,True,True,True,True,False,False,False,True,False,True,False,1238,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1239,22,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1240,48,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1242,48,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1243,48,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1244,48,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1245,8,160,0
False,False,True,False,False,True,False,False,True,True,False,True,True,1246,22,160,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1247,8,320,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1248,44,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1249,8,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1250,8,320,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1251,44,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1252,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1253,44,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1254,8,8,0
True,True,True,False,False,False,False,False,False,True,True,True,False,1255,8,8,1
True,False,True,False,False,True,False,False,False,True,True,True,True,1256,22,160,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1257,8,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1258,8,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1259,48,8,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1260,22,160,0
True,False,True,True,False,False,False,False,False,True,True,True,False,1261,22,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1262,8,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1263,48,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1265,8,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1266,8,8,0
True,False,True,False,False,True,False,False,False,False,True,True,True,1267,22,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1269,48,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1270,44,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1271,8,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1272,8,8,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1273,44,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1274,22,8,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1275,8,160,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1276,22,160,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1277,22,320,0
True,False,True,False,False,False,False,False,False,True,True,True,True,1279,44,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1280,22,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1281,22,8,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1282,22,160,0
True,False,False,False,False,True,False,False,False,True,True,True,True,1283,22,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1284,22,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1285,8,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1286,8,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1287,48,160,0
False,False,True,True,False,True,False,False,False,True,True,True,False,1288,8,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1289,22,320,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1290,48,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1291,48,160,0
True,True,True,False,False,True,False,False,False,True,True,False,False,1292,22,160,0
True,True,True,False,False,False,False,False,False,True,True,True,False,1296,48,8,0
True,True,True,False,False,True,False,True,False,True,False,True,False,1297,48,160,0
True,False,True,False,False,True,False,True,False,True,False,True,True,1299,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1300,44,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1301,48,320,0
True,True,True,False,False,False,False,False,False,True,True,True,False,1302,48,8,1
True,False,True,True,True,True,False,False,False,True,False,True,False,1303,8,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1304,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1305,44,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1306,44,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1307,8,320,0
True,False,True,True,False,True,True,False,False,False,False,True,False,1308,8,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1309,8,160,0
True,False,True,True,False,True,False,False,True,True,False,True,False,1310,22,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1311,8,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1312,44,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1313,8,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1314,48,8,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1315,8,8,0
True,True,True,False,False,True,False,True,False,True,False,True,False,1316,8,160,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1317,8,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1318,22,320,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1319,8,320,0
True,False,True,True,True,False,False,False,False,True,False,True,False,1320,48,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1321,48,320,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1322,22,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1323,8,320,0
True,True,False,False,False,True,False,False,True,True,False,True,False,1324,8,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1325,8,320,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1326,48,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1327,8,160,0
False,False,True,False,True,True,False,False,False,True,False,True,True,1329,8,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1330,8,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1331,8,8,0
True,False,True,False,False,True,False,True,False,True,False,False,True,1332,22,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1333,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1334,8,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1335,8,8,0
True,False,True,False,False,False,False,False,False,True,True,True,True,1336,48,8,2
True,False,True,True,False,True,False,False,False,True,True,True,False,1337,22,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1339,8,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1340,8,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1341,48,8,0
True,False,True,False,False,False,False,False,True,True,False,True,True,1342,8,8,2
True,False,True,True,True,True,False,False,False,True,False,True,False,1344,48,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1345,48,160,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1346,8,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1347,8,8,0
True,True,True,False,True,True,False,False,False,False,False,True,False,1348,8,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1349,44,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1350,22,8,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1351,22,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1352,8,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1353,8,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1354,22,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1355,48,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1357,8,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1358,44,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1359,8,8,0
True,False,True,False,False,False,True,False,False,True,False,True,True,1360,48,8,2
True,True,True,False,False,True,True,False,False,True,False,True,False,1362,8,8,0
True,False,False,False,False,True,True,False,False,True,False,True,True,1364,8,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1365,8,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1367,44,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1368,44,320,0
False,False,True,False,True,True,False,False,False,True,False,True,True,1369,8,8,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1370,8,320,0
True,True,True,False,False,True,True,False,False,True,False,False,False,1371,22,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1372,8,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1374,48,160,0
True,False,True,True,False,False,False,False,False,True,True,True,False,1375,22,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1376,22,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1377,8,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1378,8,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1379,8,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1380,22,160,0
True,True,True,False,False,False,False,False,True,True,False,True,False,1381,8,8,0
True,False,True,True,False,True,False,False,True,True,False,True,False,1382,22,160,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1383,8,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1384,8,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1385,48,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1386,8,8,0
True,True,True,False,False,True,False,False,True,False,False,True,False,1387,22,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1388,48,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1389,44,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1390,8,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1391,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1392,48,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1393,44,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1394,48,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1395,48,320,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1396,22,160,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1397,22,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1398,48,320,0
True,True,True,False,False,False,False,False,False,True,True,True,False,1399,8,8,1
True,False,True,True,False,True,False,False,False,True,True,True,False,1400,8,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1401,22,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1402,8,8,0
True,True,False,False,False,True,False,False,False,True,True,True,False,1403,48,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1404,44,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1406,8,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1407,22,8,0
False,True,True,False,False,True,False,False,False,True,True,True,False,1408,22,320,0
True,False,True,False,False,True,False,True,False,True,False,False,True,1409,8,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1410,8,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1411,22,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1412,8,8,0
True,False,True,False,True,False,False,False,False,True,False,True,True,1413,48,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1414,8,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1415,8,8,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1416,22,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1417,48,8,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1418,22,320,0
True,False,True,False,True,False,False,False,False,True,False,True,True,1419,8,8,1
True,False,True,True,False,True,False,False,False,True,True,True,False,1420,48,8,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1421,8,8,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1422,8,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1423,44,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1424,22,320,0
True,False,True,False,False,True,False,False,False,False,True,True,True,1425,44,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1426,48,320,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1427,22,8,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1428,44,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1429,48,320,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1430,22,160,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1431,44,320,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1432,44,160,0
True,False,True,True,False,True,False,False,True,True,False,True,False,1433,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1434,8,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1435,44,320,0
True,True,True,False,True,False,False,False,False,True,False,True,False,1437,8,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1438,8,320,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1439,8,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1440,22,160,0
True,True,False,False,True,True,False,False,False,True,False,True,False,1441,8,320,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1442,8,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1443,44,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1444,44,160,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1445,48,8,0
False,False,True,True,False,True,False,False,False,True,True,True,False,1446,8,8,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1447,8,160,0
True,False,True,False,False,True,False,False,True,True,False,False,True,1448,44,320,0
True,False,True,False,True,True,False,False,False,True,False,False,True,1449,22,160,0
True,True,True,False,True,False,False,False,False,True,False,False,False,1450,48,8,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1451,8,320,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1452,48,160,0
True,False,True,True,False,True,True,False,False,True,False,False,False,1453,22,320,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1454,44,320,0
True,True,True,False,False,True,True,False,False,True,False,False,False,1455,22,160,0
True,False,True,False,False,False,False,False,True,True,False,False,True,1456,8,8,0
True,False,True,True,False,True,False,True,False,True,False,False,False,1457,8,8,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1458,8,8,0
True,True,True,False,True,True,False,False,False,True,False,False,False,1459,48,320,0
True,False,True,True,False,True,True,False,False,True,False,False,False,1460,8,8,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1461,8,160,0
True,False,True,False,False,True,False,True,False,False,False,False,True,1462,22,160,0
True,False,True,False,False,True,False,True,False,True,False,False,True,1464,44,320,0
True,False,True,False,False,True,True,False,False,True,False,False,True,1465,44,320,0
True,True,True,False,True,True,False,False,False,True,False,False,False,1466,8,8,0
True,True,True,False,False,True,False,False,True,True,False,False,False,1467,22,160,0
True,True,True,False,False,True,False,False,False,True,True,False,False,1468,48,8,0
True,True,True,False,True,True,False,False,False,True,False,False,False,1469,8,8,0
True,False,True,False,False,True,True,False,False,True,False,False,True,1470,22,8,0
True,False,True,False,False,True,False,False,True,True,False,False,True,1471,22,160,0
True,False,True,False,False,True,True,False,False,True,False,False,True,1472,22,8,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1473,8,160,0
True,True,True,False,True,False,False,False,False,True,False,False,False,1474,8,8,0
True,False,True,False,False,True,True,False,False,True,False,False,True,1475,22,160,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1476,8,320,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1477,8,8,0
True,False,False,False,True,True,False,False,False,True,False,False,True,1478,8,8,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1479,8,8,0
True,False,True,False,False,True,False,False,False,True,True,False,True,1480,8,320,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1481,44,160,0
True,False,True,True,True,True,False,False,False,True,False,False,False,1482,22,160,0
False,False,True,False,False,True,False,False,True,True,False,False,True,1483,48,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1484,48,8,0
True,True,True,False,False,True,True,False,False,True,False,True,False,1485,22,160,0
True,True,True,False,True,False,False,False,False,True,False,True,False,1486,48,8,2
True,False,True,False,True,True,False,False,False,True,False,True,True,1487,44,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1488,8,8,0
True,True,True,False,False,True,False,False,True,True,False,True,False,1489,22,160,0
True,True,True,False,False,True,False,True,False,True,False,True,False,1490,22,160,0
True,False,True,True,False,True,False,True,False,True,False,True,False,1491,8,8,0
True,False,True,True,False,False,True,False,False,True,False,True,False,1492,22,8,0
True,True,True,False,False,True,False,True,False,True,False,True,False,1494,22,160,0
True,False,True,False,False,True,False,False,True,True,False,True,True,1495,44,320,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1496,8,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1497,22,8,0
True,False,True,True,False,True,False,False,True,False,False,True,False,1498,8,160,0
True,True,True,False,False,True,False,True,False,True,False,True,False,1499,8,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1500,48,320,0
True,False,True,True,False,True,True,False,False,True,False,True,False,1501,8,160,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1502,44,320,0
True,False,True,False,True,True,False,False,False,True,False,True,True,1503,22,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1504,8,320,0
True,True,True,False,True,True,False,False,False,True,False,True,False,1505,44,160,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1506,44,160,0
True,False,True,True,True,True,False,False,False,True,False,True,False,1507,48,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1509,44,320,0
True,False,True,True,True,False,False,False,False,True,False,True,False,1510,22,8,0
True,False,True,False,False,True,True,False,False,True,False,True,True,1511,44,320,0
True,False,True,True,False,True,False,False,False,True,True,True,False,1512,48,160,0
True,False,True,False,False,True,False,False,False,True,True,True,True,1513,48,320,0
True,False,False,False,False,True,False,False,False,True,True,True,True,1514,48,320,0
True,True,True,False,False,True,False,False,False,True,True,True,False,1515,48,320,0
