tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,config_id,dpi,resolution,quality,indexed
False,True,True,False,True,False,False,505,400,8294400,0.1,4
False,False,False,False,False,False,True,506,100,8294400,0.1,4
True,True,True,False,False,False,False,507,400,8294400,0.1,4
False,True,False,True,False,True,False,508,100,307200,0.9,2
False,True,True,False,False,False,True,509,400,8294400,0.1,4
False,True,False,True,False,True,False,510,100,307200,0.1,2
False,False,False,True,False,False,False,511,400,8294400,0.1,4
False,True,True,False,True,False,False,512,50,8294400,0.1,4
True,True,True,False,False,False,False,513,50,8294400,0.1,4
False,False,False,False,False,False,True,514,100,2073600,0.1,4
False,True,False,True,False,True,False,515,100,2073600,0.9,2
False,False,True,True,False,True,False,516,100,307200,0.9,4
False,True,True,False,False,False,True,517,50,8294400,0.1,4
False,True,True,False,True,False,False,518,400,2073600,0.1,4
True,True,True,False,False,False,False,519,400,2073600,0.1,4
False,False,False,False,True,False,False,520,100,2073600,0.1,2
False,True,False,True,False,True,False,521,200,307200,0.9,2
False,False,True,True,False,True,False,522,400,8294400,0.9,4
False,True,True,False,False,False,True,523,400,2073600,0.1,4
False,True,True,False,True,False,False,524,50,2073600,0.1,4
False,False,True,True,False,True,False,525,400,8294400,0.1,4
True,False,False,False,False,False,False,526,100,2073600,0.1,2
False,False,False,False,False,False,True,527,100,8294400,0.1,2
False,False,True,True,False,True,False,528,100,307200,0.1,4
True,True,True,False,False,False,False,529,50,2073600,0.1,4
False,True,True,False,False,False,True,530,50,2073600,0.1,4
False,False,False,True,False,False,False,531,100,8294400,0.9,4
False,False,True,False,True,True,False,532,200,8294400,0.1,4
True,False,True,False,False,True,False,533,200,8294400,0.1,4
False,False,False,False,False,False,True,534,100,2073600,0.1,2
False,False,False,True,False,False,False,535,100,8294400,0.1,4
False,False,True,True,False,False,False,536,200,8294400,0.9,4
False,False,False,False,False,False,True,537,100,307200,0.1,2
False,False,True,False,False,True,True,538,200,8294400,0.1,4
False,False,True,True,False,False,False,539,200,8294400,0.1,4
False,False,True,False,True,True,False,540,200,2073600,0.1,4
True,False,True,False,False,True,False,541,200,2073600,0.1,4
False,False,True,True,False,True,False,542,400,8294400,0.9,8
False,False,False,True,False,False,False,543,200,8294400,0.9,4
False,False,False,True,False,False,False,544,200,8294400,0.1,4
False,False,True,True,False,False,False,545,200,2073600,0.9,4
False,False,True,True,False,True,False,546,100,307200,0.9,8
False,False,False,True,False,False,False,547,400,8294400,0.9,1
False,False,True,False,False,True,True,548,200,2073600,0.1,4
False,False,True,True,False,False,False,549,200,2073600,0.1,4
False,True,True,False,True,False,False,550,200,8294400,0.1,4
False,False,False,False,False,False,True,551,100,307200,0.1,4
False,False,False,True,False,False,False,552,400,8294400,0.1,1
False,False,True,True,False,True,False,553,400,8294400,0.1,8
True,True,True,False,False,False,False,554,200,8294400,0.1,4
False,False,True,True,False,True,False,555,100,307200,0.1,8
False,True,False,True,False,True,False,556,400,8294400,0.9,4
False,False,False,True,False,False,False,557,50,8294400,0.9,1
False,False,False,True,False,False,False,558,50,8294400,0.1,1
False,False,False,True,False,False,False,559,100,8294400,0.9,1
False,False,False,True,False,False,False,560,100,8294400,0.1,1
False,True,False,True,False,True,False,561,100,307200,0.9,4
False,False,False,True,False,False,False,562,200,8294400,0.9,1
False,True,False,True,False,True,False,563,400,8294400,0.1,4
False,True,True,False,False,False,True,564,200,8294400,0.1,4
False,False,False,False,True,False,False,565,200,8294400,0.1,4
False,True,False,True,False,True,False,566,100,307200,0.1,4
True,True,True,False,False,True,False,567,400,8294400,0.1,4
True,False,False,False,False,False,False,568,200,8294400,0.1,4
False,True,True,False,True,False,False,569,200,2073600,0.1,4
True,True,True,False,False,True,False,570,100,307200,0.1,4
False,False,False,False,True,False,False,571,200,2073600,0.1,4
True,False,False,False,False,False,False,572,200,2073600,0.1,4
False,False,False,False,True,False,False,573,200,8294400,0.1,1
False,False,False,True,False,False,False,574,200,8294400,0.1,1
False,False,False,True,False,False,False,575,400,8294400,0.9,8
False,True,True,False,True,True,False,576,100,307200,0.1,4
True,False,False,False,False,False,False,577,200,8294400,0.1,1
True,True,True,False,False,False,False,578,200,2073600,0.1,4
False,False,False,False,True,False,False,579,200,2073600,0.1,1
False,False,False,True,False,False,False,580,400,8294400,0.1,8
True,False,False,False,False,False,False,581,200,2073600,0.1,1
False,False,True,True,False,True,False,582,100,8294400,0.9,4
False,False,True,True,False,True,False,583,100,8294400,0.1,4
False,True,True,False,False,False,True,584,200,2073600,0.1,4
False,False,True,True,False,True,False,585,100,8294400,0.9,8
False,False,True,True,False,True,False,586,100,8294400,0.1,8
False,False,False,False,False,False,True,587,200,8294400,0.1,4
False,False,False,True,False,False,False,588,50,8294400,0.9,8
False,True,False,True,False,True,False,589,400,307200,0.9,4
False,True,False,True,False,True,False,590,400,307200,0.1,4
False,False,False,True,False,False,False,591,50,8294400,0.1,8
False,False,True,False,True,True,False,592,100,8294400,0.1,4
False,False,False,True,False,False,False,593,100,8294400,0.9,8
False,False,False,True,False,False,False,594,100,8294400,0.1,8
False,False,False,True,False,False,False,595,200,8294400,0.9,8
False,False,False,True,False,False,False,596,200,8294400,0.1,8
False,False,False,False,False,False,True,597,200,2073600,0.1,4
False,False,False,False,False,False,True,598,200,8294400,0.1,1
False,False,False,False,False,True,True,599,400,8294400,0.1,1
True,False,True,False,False,True,False,600,100,8294400,0.1,4
False,True,False,False,False,False,True,601,400,8294400,0.1,1
False,False,True,True,False,False,False,602,100,8294400,0.9,4
False,False,True,False,False,True,True,603,100,8294400,0.1,4
False,False,False,False,False,False,True,604,200,2073600,0.1,1
False,False,False,False,False,True,True,605,400,8294400,0.1,4
False,True,False,False,False,False,True,606,400,8294400,0.1,4
False,False,False,False,False,False,True,607,200,8294400,0.1,2
False,True,False,True,False,True,False,608,100,8294400,0.1,4
False,False,True,True,False,False,False,609,100,8294400,0.1,4
False,False,False,False,True,True,False,610,50,8294400,0.1,1
True,False,False,False,False,True,False,611,50,8294400,0.1,1
False,True,True,True,False,False,False,612,400,307200,0.9,4
False,False,False,False,False,False,True,613,200,8294400,0.1,8
False,True,False,False,True,False,False,614,50,8294400,0.1,1
False,False,True,False,True,True,False,615,100,2073600,0.1,4
False,False,False,False,False,False,True,616,200,2073600,0.1,8
False,True,True,True,False,False,False,617,400,8294400,0.9,4
False,True,True,True,False,False,False,618,100,307200,0.9,4
True,False,True,False,False,True,False,619,100,2073600,0.1,4
False,False,True,True,False,False,False,620,100,2073600,0.9,4
False,False,False,False,True,False,False,621,200,8294400,0.1,8
False,False,False,False,True,False,False,622,200,2073600,0.1,8
True,True,False,False,False,False,False,623,50,8294400,0.1,1
True,False,False,False,False,False,False,624,200,8294400,0.1,8
False,False,True,False,False,True,True,625,100,2073600,0.1,4
True,False,False,False,False,False,False,626,200,2073600,0.1,8
False,False,False,False,False,False,True,627,200,307200,0.1,4
False,True,True,True,False,False,False,628,400,307200,0.1,4
False,True,True,True,False,False,False,629,400,8294400,0.1,4
False,False,False,False,True,True,False,630,50,8294400,0.1,4
True,False,False,False,False,True,False,631,50,8294400,0.1,4
False,False,False,False,True,False,False,632,200,307200,0.1,4
False,False,True,True,False,False,False,633,100,2073600,0.1,4
False,True,True,False,True,False,False,634,100,8294400,0.1,4
True,True,True,False,False,False,False,635,100,8294400,0.1,4
False,True,False,False,True,False,False,636,50,8294400,0.1,4
False,True,True,True,False,False,False,637,100,307200,0.1,4
False,True,True,False,False,False,True,638,100,8294400,0.1,4
False,True,True,True,False,False,False,639,100,8294400,0.1,4
True,True,False,False,False,False,False,640,50,8294400,0.1,4
True,False,False,False,False,False,False,641,200,307200,0.1,4
False,False,False,False,True,False,False,642,200,307200,0.1,1
False,True,True,False,True,False,False,643,100,2073600,0.1,4
True,True,True,False,False,False,False,644,100,2073600,0.1,4
False,True,False,True,False,True,False,645,400,2073600,0.9,4
False,True,True,True,False,False,False,646,400,2073600,0.9,4
True,False,False,False,False,False,False,647,200,307200,0.1,1
False,False,False,False,True,False,False,648,200,307200,0.1,8
True,False,False,False,False,False,False,649,200,307200,0.1,8
False,True,True,False,False,False,True,650,100,2073600,0.1,4
False,False,False,False,False,False,True,651,200,307200,0.1,1
False,False,False,False,True,True,False,652,200,8294400,0.1,1
False,True,False,True,False,True,False,653,400,2073600,0.1,4
False,False,False,False,False,False,True,654,200,307200,0.1,8
True,False,False,False,False,True,False,655,200,8294400,0.1,1
False,False,False,False,True,True,False,656,400,8294400,0.1,1
False,True,True,True,False,False,False,657,400,2073600,0.1,4
True,True,True,False,False,True,False,658,100,2073600,0.1,4
False,False,True,False,True,True,False,659,400,8294400,0.1,1
True,False,False,False,False,True,False,660,400,8294400,0.1,1
False,True,True,False,True,True,False,661,100,2073600,0.1,4
True,False,True,False,False,True,False,662,400,8294400,0.1,1
False,True,False,True,False,True,False,663,100,2073600,0.9,4
False,True,False,True,False,True,False,664,100,2073600,0.1,4
False,False,True,True,False,False,False,665,400,8294400,0.9,1
False,False,False,False,True,False,False,666,200,8294400,0.1,2
False,False,True,False,False,True,True,667,400,8294400,0.1,1
False,False,False,False,False,True,True,668,50,8294400,0.1,1
False,True,False,False,True,False,False,669,400,8294400,0.1,1
True,False,False,False,False,False,False,670,200,8294400,0.1,2
True,True,False,False,False,False,False,671,400,8294400,0.1,1
False,False,True,False,True,True,False,672,50,8294400,0.1,1
True,False,True,False,False,True,False,673,50,8294400,0.1,1
False,False,True,True,False,False,False,674,50,8294400,0.9,1
False,False,False,False,True,False,False,675,200,2073600,0.1,2
False,True,False,False,True,False,False,676,200,8294400,0.1,1
False,False,True,False,False,True,True,677,50,8294400,0.1,1
False,False,True,True,False,False,False,678,400,8294400,0.1,1
False,False,True,True,False,False,False,679,50,8294400,0.1,1
False,False,True,False,True,True,False,680,400,2073600,0.1,1
False,True,True,True,False,False,False,681,100,2073600,0.9,4
False,True,True,True,False,False,False,682,100,2073600,0.1,4
False,True,False,True,False,True,False,683,400,307200,0.9,8
True,False,True,False,False,True,False,684,400,2073600,0.1,1
True,False,False,False,False,False,False,685,200,2073600,0.1,2
False,False,True,True,False,False,False,686,400,2073600,0.9,1
False,True,False,True,False,True,False,687,400,307200,0.1,8
False,False,True,False,False,True,True,688,400,2073600,0.1,1
False,True,True,True,False,False,False,689,400,307200,0.9,8
False,False,False,False,False,False,True,690,200,2073600,0.1,2
False,True,True,True,False,False,False,691,400,307200,0.1,8
False,False,False,False,True,False,False,692,200,307200,0.1,2
True,True,False,False,False,False,False,693,200,8294400,0.1,1
False,False,True,False,True,True,False,694,50,2073600,0.1,1
False,False,False,False,True,True,False,695,400,8294400,0.1,4
False,True,False,True,False,True,False,696,400,2073600,0.9,8
True,False,False,False,False,False,False,697,200,307200,0.1,2
False,False,False,False,False,False,True,698,200,307200,0.1,2
False,True,False,True,False,True,False,699,400,2073600,0.1,8
True,False,False,False,False,True,False,700,400,8294400,0.1,4
False,True,True,True,False,False,False,701,400,2073600,0.9,8
True,False,True,False,False,True,False,702,50,2073600,0.1,1
False,False,True,True,False,False,False,703,50,2073600,0.9,1
False,False,False,False,True,True,False,704,200,8294400,0.1,4
False,True,True,True,False,False,False,705,400,2073600,0.1,8
True,False,False,False,False,True,False,706,200,8294400,0.1,4
False,False,True,False,False,True,True,707,50,2073600,0.1,1
False,False,True,True,False,False,False,708,400,2073600,0.1,1
False,False,True,True,False,False,False,709,50,2073600,0.1,1
True,True,True,False,False,True,False,710,400,8294400,0.1,8
False,True,True,False,True,False,False,711,400,8294400,0.1,1
False,True,False,False,True,False,False,712,400,8294400,0.1,4
True,True,True,False,False,False,False,713,400,8294400,0.1,1
True,True,False,False,False,False,False,714,400,8294400,0.1,4
False,True,False,False,True,False,False,715,200,8294400,0.1,4
False,True,True,False,False,False,True,716,400,8294400,0.1,1
False,True,True,False,True,False,False,717,50,8294400,0.1,1
True,True,False,False,False,False,False,718,200,8294400,0.1,4
True,True,True,False,False,False,False,719,50,8294400,0.1,1
False,True,False,True,False,True,False,720,400,8294400,0.9,8
False,False,False,False,True,True,False,721,100,8294400,0.1,1
False,True,True,False,False,False,True,722,50,8294400,0.1,1
True,False,False,False,False,True,False,723,100,8294400,0.1,1
False,True,False,False,True,False,False,724,100,8294400,0.1,1
False,True,True,False,True,False,False,725,400,2073600,0.1,1
True,True,True,False,False,False,False,726,400,2073600,0.1,1
False,True,True,False,False,False,True,727,400,2073600,0.1,1
False,True,False,True,False,True,False,728,400,8294400,0.1,8
False,True,True,False,True,False,False,729,50,2073600,0.1,1
False,True,False,True,False,True,False,730,100,307200,0.9,8
True,True,True,False,False,False,False,731,50,2073600,0.1,1
False,True,False,True,False,True,False,732,100,307200,0.1,8
False,True,False,True,False,True,False,733,100,2073600,0.9,8
False,True,True,False,False,False,True,734,50,2073600,0.1,1
False,True,False,True,False,True,False,735,100,2073600,0.1,8
True,True,False,False,False,False,False,736,100,8294400,0.1,1
False,False,False,False,True,True,False,737,100,8294400,0.1,4
True,False,False,False,False,True,False,738,100,8294400,0.1,4
False,True,False,False,True,False,False,739,100,8294400,0.1,4
True,True,False,False,False,False,False,740,100,8294400,0.1,4
False,False,False,False,True,True,False,741,400,307200,0.1,1
False,False,True,False,True,True,False,742,400,8294400,0.1,2
False,True,False,True,False,True,False,743,100,8294400,0.1,8
False,True,False,True,False,True,False,744,200,307200,0.9,4
False,True,False,True,False,True,False,745,200,307200,0.1,4
False,False,False,False,True,True,False,746,50,307200,0.1,1
False,True,False,True,False,True,False,747,200,307200,0.9,8
False,True,False,True,False,True,False,748,200,307200,0.1,8
True,False,True,False,False,True,False,749,400,8294400,0.1,2
True,False,False,False,False,True,False,750,400,307200,0.1,1
True,False,False,False,False,True,False,751,50,307200,0.1,1
False,False,True,True,False,False,False,752,400,8294400,0.9,2
False,False,True,False,False,True,True,753,400,8294400,0.1,2
False,False,False,False,True,True,False,754,200,307200,0.1,1
False,True,True,True,False,False,False,755,200,307200,0.9,4
False,True,True,True,False,False,False,756,200,307200,0.1,4
True,False,False,False,False,True,False,757,200,307200,0.1,1
False,True,False,False,True,False,False,758,400,307200,0.1,1
False,False,True,True,False,False,False,759,50,8294400,0.9,2
False,True,False,False,True,False,False,760,50,307200,0.1,1
False,False,True,False,True,True,False,761,50,8294400,0.1,2
True,False,True,False,False,True,False,762,50,8294400,0.1,2
False,True,True,True,False,False,False,763,200,307200,0.9,8
True,True,False,False,False,False,False,764,400,307200,0.1,1
False,False,True,False,False,True,True,765,50,8294400,0.1,2
False,False,True,True,False,False,False,766,400,8294400,0.1,2
False,False,True,True,False,False,False,767,50,8294400,0.1,2
True,True,False,False,False,False,False,768,50,307200,0.1,1
False,True,True,True,False,False,False,769,200,307200,0.1,8
False,True,False,False,True,False,False,770,200,307200,0.1,1
False,False,True,False,True,True,False,771,400,2073600,0.1,2
True,False,True,False,False,True,False,772,400,2073600,0.1,2
True,True,False,False,False,False,False,773,200,307200,0.1,1
False,False,True,True,False,False,False,774,400,2073600,0.9,2
False,False,True,False,False,True,True,775,400,2073600,0.1,2
False,True,False,False,False,False,True,776,50,307200,0.1,1
False,False,False,False,False,True,True,777,50,307200,0.1,1
False,False,False,False,True,True,False,778,400,307200,0.1,4
False,False,True,False,True,True,False,779,50,2073600,0.1,2
True,False,True,False,False,True,False,780,50,2073600,0.1,2
False,False,True,True,False,False,False,781,50,2073600,0.9,2
False,False,True,False,False,True,True,782,50,2073600,0.1,2
False,True,True,False,False,True,True,783,200,307200,0.1,4
True,False,False,False,False,True,False,784,400,307200,0.1,4
False,True,True,False,False,True,True,785,200,307200,0.1,8
False,True,True,True,False,False,False,786,200,2073600,0.9,4
False,False,True,True,False,False,False,787,400,2073600,0.1,2
False,False,False,False,True,True,False,788,50,307200,0.1,4
False,True,True,True,False,False,False,789,200,2073600,0.1,4
False,False,True,True,False,False,False,790,50,2073600,0.1,2
True,False,False,False,False,True,False,791,50,307200,0.1,4
False,True,True,True,False,False,False,792,200,2073600,0.9,8
False,True,True,False,False,False,True,793,400,8294400,0.1,2
False,False,False,False,False,True,True,794,400,307200,0.1,4
False,True,True,False,False,False,True,795,50,8294400,0.1,2
False,False,False,False,False,True,True,796,50,307200,0.1,4
False,True,False,False,True,False,False,797,400,307200,0.1,4
False,True,True,True,False,False,False,798,200,2073600,0.1,8
False,True,True,False,False,False,True,799,400,2073600,0.1,2
True,True,False,False,False,False,False,800,400,307200,0.1,4
False,True,False,False,True,False,False,801,50,307200,0.1,4
True,True,False,False,False,False,False,802,50,307200,0.1,4
False,True,False,False,False,False,True,803,400,307200,0.1,4
True,True,True,False,False,True,False,804,200,2073600,0.1,4
False,True,True,False,True,True,False,805,200,2073600,0.1,4
True,True,True,False,False,True,False,806,200,2073600,0.1,8
False,True,True,False,False,False,True,807,50,2073600,0.1,2
False,True,False,False,False,False,True,808,50,307200,0.1,4
False,True,False,False,True,False,False,809,200,307200,0.1,4
True,True,False,False,False,False,False,810,200,307200,0.1,4
False,False,False,False,True,True,False,811,100,307200,0.1,1
False,True,True,False,True,True,False,812,200,2073600,0.1,8
False,False,True,False,False,True,True,813,200,8294400,0.1,1
False,True,True,True,False,False,False,814,200,8294400,0.9,4
True,False,False,False,False,True,False,815,100,307200,0.1,1
False,True,True,True,False,False,False,816,200,8294400,0.1,4
False,False,True,False,False,True,True,817,200,2073600,0.1,1
False,True,True,False,False,False,True,818,200,8294400,0.1,1
False,True,True,False,False,False,True,819,200,2073600,0.1,1
False,True,True,True,False,False,False,820,200,8294400,0.9,8
False,True,True,True,False,False,False,821,200,8294400,0.1,8
True,True,True,False,False,True,False,822,200,8294400,0.1,4
False,True,True,False,True,True,False,823,200,8294400,0.1,4
False,True,False,False,True,False,False,824,100,307200,0.1,1
True,True,True,False,False,True,False,825,200,8294400,0.1,8
True,True,False,False,False,False,False,826,100,307200,0.1,1
False,True,True,False,True,True,False,827,200,8294400,0.1,8
False,True,True,False,False,True,True,828,200,8294400,0.1,4
False,False,True,False,False,True,True,829,200,8294400,0.1,2
True,False,False,False,False,True,False,830,100,307200,0.1,4
True,True,False,False,False,False,False,831,100,307200,0.1,4
False,True,True,False,False,True,True,832,200,8294400,0.1,8
False,True,True,True,False,False,False,833,50,307200,0.9,4
False,False,True,False,False,True,True,834,200,2073600,0.1,2
False,True,True,False,False,False,True,835,200,8294400,0.1,2
False,True,True,False,False,False,True,836,200,2073600,0.1,2
False,False,True,False,False,True,True,837,100,8294400,0.1,1
False,True,True,True,False,False,False,838,50,307200,0.1,4
False,True,True,True,False,False,False,839,50,2073600,0.9,4
False,True,True,True,False,False,False,840,50,2073600,0.1,4
True,True,False,False,False,False,False,841,100,307200,0.1,8
True,True,False,False,False,False,False,842,400,307200,0.1,8
False,True,False,False,True,False,False,843,400,307200,0.1,8
False,False,False,False,False,True,True,844,100,8294400,0.1,1
False,True,False,False,False,False,True,845,100,8294400,0.1,1
False,False,False,False,False,True,True,846,200,8294400,0.1,1
True,True,True,False,False,True,False,847,50,2073600,0.1,4
False,True,True,False,True,True,False,848,50,2073600,0.1,4
False,False,True,False,False,True,True,849,100,2073600,0.1,1
False,True,True,False,False,False,True,850,100,8294400,0.1,1
False,True,True,False,False,True,True,851,400,2073600,0.1,4
True,True,True,False,False,True,False,852,50,8294400,0.1,4
False,True,True,False,False,False,True,853,100,2073600,0.1,1
False,True,False,False,False,False,True,854,200,8294400,0.1,1
False,True,True,False,True,True,False,855,50,8294400,0.1,4
False,True,True,False,False,True,True,856,50,8294400,0.1,4
False,True,True,False,False,True,True,857,100,2073600,0.1,4
False,False,False,False,False,True,True,858,100,8294400,0.1,4
False,False,True,False,False,True,True,859,100,8294400,0.1,2
False,True,True,False,False,True,True,860,100,8294400,0.1,4
False,True,True,False,False,True,True,861,50,307200,0.1,4
False,True,True,True,False,False,False,862,50,8294400,0.9,4
False,False,True,False,False,True,True,863,100,2073600,0.1,2
False,True,True,True,False,False,False,864,50,8294400,0.1,4
True,True,True,False,False,True,False,865,400,2073600,0.1,1
False,True,True,False,True,True,False,866,400,2073600,0.1,1
False,True,False,False,False,False,True,867,100,8294400,0.1,4
False,True,True,False,False,False,True,868,100,8294400,0.1,2
False,False,False,False,False,True,True,869,200,8294400,0.1,4
False,True,False,False,False,False,True,870,200,8294400,0.1,4
False,True,True,True,False,False,False,871,400,2073600,0.9,1
False,False,False,False,False,True,True,872,100,8294400,0.1,8
False,True,False,False,False,False,True,873,100,8294400,0.1,8
False,True,True,False,False,False,True,874,100,2073600,0.1,2
False,False,False,False,True,True,False,875,100,8294400,0.1,8
False,False,True,False,False,True,True,876,400,307200,0.1,2
False,True,True,True,False,False,False,877,400,2073600,0.1,1
False,True,True,True,False,False,False,878,400,307200,0.9,1
False,True,False,False,True,False,False,879,100,8294400,0.1,8
False,False,True,False,False,True,True,880,50,307200,0.1,2
False,False,False,False,False,True,True,881,200,8294400,0.1,8
False,True,False,False,False,False,True,882,200,8294400,0.1,8
False,True,True,True,False,False,False,883,400,307200,0.1,1
False,False,True,False,True,True,False,884,400,307200,0.1,2
False,True,False,True,False,True,False,885,400,307200,0.9,1
False,False,False,False,True,True,False,886,200,8294400,0.1,8
True,False,True,False,False,True,False,887,400,307200,0.1,2
False,True,False,True,False,True,False,888,200,307200,0.9,1
False,True,False,False,True,False,False,889,200,8294400,0.1,8
False,False,True,False,True,True,False,890,50,307200,0.1,2
False,True,True,True,False,False,False,891,200,307200,0.9,1
False,False,False,False,True,True,False,892,400,8294400,0.1,8
True,False,True,False,False,True,False,893,50,307200,0.1,2
False,True,False,False,True,False,False,894,400,8294400,0.1,8
True,False,False,False,False,True,False,895,200,8294400,0.1,8
True,True,False,False,False,False,False,896,200,8294400,0.1,8
True,False,False,False,False,True,False,897,400,8294400,0.1,8
True,True,False,False,False,False,False,898,400,8294400,0.1,8
False,False,False,False,False,True,True,899,400,8294400,0.1,8
False,False,True,True,False,False,False,900,50,307200,0.9,2
False,True,False,False,False,False,True,901,400,8294400,0.1,8
True,False,False,False,False,True,False,902,100,8294400,0.1,8
False,True,False,True,False,True,False,903,400,307200,0.1,1
False,False,True,True,False,False,False,904,50,307200,0.1,2
False,False,True,True,False,False,False,905,400,307200,0.1,2
True,True,False,False,False,False,False,906,100,8294400,0.1,8
False,True,False,True,False,True,False,907,200,307200,0.1,1
False,True,True,True,False,False,False,908,200,307200,0.1,1
True,True,True,False,False,True,False,909,200,307200,0.1,1
False,True,False,False,False,False,True,910,50,8294400,0.1,1
False,False,False,False,False,True,True,911,50,8294400,0.1,4
False,True,False,False,False,False,True,912,50,8294400,0.1,4
False,True,True,False,True,True,False,913,200,307200,0.1,1
False,True,True,False,True,False,False,914,400,307200,0.1,2
True,True,True,False,False,False,False,915,400,307200,0.1,2
False,True,True,False,False,False,True,916,400,307200,0.1,2
False,True,True,False,True,False,False,917,50,307200,0.1,2
True,True,True,False,False,False,False,918,50,307200,0.1,2
False,False,False,False,True,True,False,919,50,8294400,0.1,8
False,True,False,False,True,False,False,920,50,8294400,0.1,8
True,False,False,False,False,True,False,921,50,8294400,0.1,8
True,True,True,False,False,True,False,922,100,307200,0.1,1
False,True,True,False,True,True,False,923,100,307200,0.1,1
False,True,True,False,False,True,True,924,400,307200,0.1,1
False,True,True,False,False,True,True,925,200,307200,0.1,1
True,True,False,False,False,False,False,926,50,8294400,0.1,8
False,False,False,False,False,True,True,927,50,8294400,0.1,8
False,True,True,False,False,False,True,928,50,307200,0.1,2
False,True,False,False,False,False,True,929,50,8294400,0.1,8
False,False,True,False,True,False,False,930,200,8294400,0.1,1
False,False,True,False,True,False,False,931,200,8294400,0.1,4
True,True,True,False,False,True,False,932,200,8294400,0.1,1
False,False,True,False,True,False,False,933,100,8294400,0.1,1
False,True,True,False,True,True,False,934,200,8294400,0.1,1
False,False,True,False,True,False,False,935,100,8294400,0.1,4
False,False,True,True,False,False,False,936,400,307200,0.1,1
False,False,True,True,False,False,False,937,50,307200,0.9,1
False,False,True,True,False,False,False,938,50,307200,0.1,1
False,False,True,False,True,False,False,939,400,8294400,0.1,1
False,True,True,False,False,True,True,940,200,8294400,0.1,1
False,False,True,False,True,False,False,941,400,8294400,0.1,4
False,False,True,False,True,True,False,942,200,307200,0.1,1
True,True,True,False,False,True,False,943,200,2073600,0.1,1
True,False,True,False,False,False,False,944,100,8294400,0.1,1
False,False,False,True,False,True,False,945,100,8294400,0.9,4
False,False,False,True,False,True,False,946,400,307200,0.1,1
True,False,True,False,False,False,False,947,400,8294400,0.1,1
False,True,False,False,True,True,False,948,400,8294400,0.1,4
False,True,True,False,True,True,False,949,200,2073600,0.1,1
False,True,False,False,True,True,False,950,50,8294400,0.1,4
False,True,True,False,False,True,True,951,200,2073600,0.1,1
False,True,False,True,False,True,False,952,200,8294400,0.9,1
True,True,False,False,False,True,False,953,50,8294400,0.1,4
False,False,False,True,False,True,False,954,400,8294400,0.1,1
False,False,False,True,False,True,False,955,50,8294400,0.9,1
True,False,True,False,False,False,False,956,200,8294400,0.1,1
False,True,False,False,False,True,True,957,400,8294400,0.1,4
False,True,False,True,False,True,False,958,200,2073600,0.9,1
False,True,False,False,False,True,True,959,400,8294400,0.1,1
False,True,False,True,False,True,False,960,200,8294400,0.1,1
False,True,False,True,False,True,False,961,200,2073600,0.1,1
False,True,True,True,False,False,False,962,200,8294400,0.9,1
False,False,True,False,True,False,False,963,50,8294400,0.1,1
True,False,True,False,False,False,False,964,50,8294400,0.1,1
True,False,True,False,False,False,False,965,400,8294400,0.1,4
False,True,False,False,False,True,True,966,400,307200,0.1,4
False,True,False,False,False,True,True,967,400,307200,0.1,1
False,True,True,True,False,False,False,968,200,2073600,0.9,1
True,True,False,False,False,True,False,969,400,8294400,0.1,4
False,False,True,False,True,False,False,970,50,8294400,0.1,4
False,True,True,True,False,False,False,971,200,8294400,0.1,1
True,False,True,False,False,False,False,972,50,8294400,0.1,4
False,True,True,True,False,False,False,973,200,2073600,0.1,1
True,True,True,False,False,True,False,974,400,8294400,0.1,1
False,True,True,False,True,True,False,975,400,8294400,0.1,1
True,False,True,False,False,False,False,976,100,8294400,0.1,4
True,False,True,False,False,False,False,977,200,8294400,0.1,4
False,False,True,False,False,False,True,978,200,8294400,0.1,4
False,False,True,False,False,False,True,979,400,8294400,0.1,4
False,True,False,True,False,True,False,980,400,8294400,0.9,1
False,True,False,False,True,True,False,981,400,8294400,0.1,1
False,True,False,True,False,True,False,982,400,2073600,0.9,1
False,False,True,False,False,False,True,983,50,8294400,0.1,4
True,True,False,False,False,True,False,984,400,8294400,0.1,1
False,False,True,False,False,False,True,985,100,8294400,0.1,4
False,True,True,True,False,False,False,986,400,8294400,0.9,1
False,True,False,False,True,True,False,987,400,307200,0.1,4
False,True,False,True,False,True,False,988,400,8294400,0.1,1
False,False,True,False,False,False,True,989,50,8294400,0.1,1
False,False,True,False,False,False,True,990,400,8294400,0.1,1
False,True,False,True,False,True,False,991,400,2073600,0.1,1
False,False,True,False,False,False,True,992,100,8294400,0.1,1
False,True,True,True,False,False,False,993,400,8294400,0.1,1
True,True,True,False,False,True,False,994,100,2073600,0.1,1
True,True,False,False,False,True,False,995,400,307200,0.1,4
False,True,False,False,True,True,False,996,400,307200,0.1,1
True,True,False,False,False,True,False,997,400,307200,0.1,1
False,True,True,False,True,True,False,998,100,2073600,0.1,1
False,True,False,False,True,True,False,999,50,8294400,0.1,1
True,True,False,False,False,True,False,1000,50,8294400,0.1,1
False,True,False,False,True,True,False,1001,50,307200,0.1,4
False,False,True,False,False,False,True,1002,50,8294400,0.1,8
False,False,True,False,False,False,True,1003,400,8294400,0.1,8
True,True,False,False,False,True,False,1004,50,307200,0.1,4
False,True,True,False,False,True,True,1005,100,8294400,0.1,1
False,True,True,False,False,True,True,1006,100,2073600,0.1,1
