iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,config_id,threads
True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,564,90
False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,565,90
True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,566,90
False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,567,10
False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,568,10
False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,569,10
False,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,570,90
False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,571,90
False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,572,90
False,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,573,10
False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,574,90
True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,575,90
False,True,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,576,10
False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,577,10
False,False,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,578,10
False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,579,90
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,580,90
True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,581,10
False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,582,90
True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,583,90
False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,584,10
True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,585,10
False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,586,10
False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,587,10
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,588,90
False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,589,90
False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,590,90
False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,591,90
False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,592,90
False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,593,90
False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,594,10
False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,595,10
False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,596,90
True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,597,10
False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,598,10
False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,599,90
False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,600,90
False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,601,90
False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,602,10
False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,603,10
False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,604,10
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,605,10
True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,606,10
False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,607,10
False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,608,10
False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,609,10
False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,610,10
False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,611,10
False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,612,10
False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,613,10
False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,614,90
False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,615,90
True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,616,10
False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,617,90
False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,618,90
False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,619,90
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,620,90
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,621,10
False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,622,90
False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,623,10
False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,624,90
False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,625,90
True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,626,90
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,627,90
False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,628,90
False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,629,90
False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,630,90
False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,631,90
False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,632,90
False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,633,90
False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,634,10
False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,635,10
True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,636,90
False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,637,90
False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,638,90
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,639,90
False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,640,90
False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,641,90
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,642,90
False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,643,90
True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,644,90
False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,645,90
True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,646,90
False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,647,10
False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,648,10
False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,649,90
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,650,90
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,651,10
False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,652,90
False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,653,10
True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,654,90
False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,655,90
False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,656,10
False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,657,10
True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,658,90
True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,659,90
False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,660,90
False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,661,90
False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,662,90
False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,663,90
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,664,10
True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,665,90
False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,666,90
False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,667,10
False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,668,10
False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,669,90
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,670,10
False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,671,10
False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,672,90
False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,673,10
True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,674,90
False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,675,90
False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,676,10
True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,677,90
False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,678,90
True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,679,90
False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,680,10
False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,681,90
False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,682,90
False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,683,10
False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,684,90
False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,685,90
True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,686,90
True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,687,90
True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,688,90
False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,689,90
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,690,90
False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,691,90
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,692,10
False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,693,90
False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,694,90
True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,695,90
False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,696,10
False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,697,90
False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,698,10
False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,699,90
False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,700,90
False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,701,10
False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,702,10
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,703,10
True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,704,90
False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,705,10
False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,706,90
False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,707,90
False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,708,90
False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,709,10
False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,710,90
False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,711,90
False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,712,10
False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,713,90
False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,714,90
False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,715,10
False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,716,90
False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,717,10
False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,718,90
False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,719,10
True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,720,10
False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,721,90
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,722,10
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,723,10
False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,724,10
True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,725,10
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,726,10
False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,727,90
False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,728,10
False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,729,10
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,730,90
False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,731,10
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,732,90
False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,733,90
False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,734,10
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,735,10
False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,736,10
False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,737,10
False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,738,10
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,739,10
False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,740,10
False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,741,90
False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,742,90
False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,743,90
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,744,90
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,745,90
False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,746,90
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,747,90
False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,748,90
False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,749,10
False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,750,10
False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,751,90
False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,752,90
False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,753,10
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,754,90
False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,755,90
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,756,90
False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,757,10
False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,758,90
False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,759,10
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,760,90
False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,761,90
False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,762,10
False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,763,10
True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,764,90
False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,765,90
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,766,10
False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,767,10
False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,768,10
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,769,90
False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,770,10
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,771,90
False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,772,10
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,773,90
False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,774,10
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,775,90
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,776,10
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,777,90
False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,778,90
False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,779,10
False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,780,90
False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,781,10
False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,782,10
False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,783,90
False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,784,90
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,785,90
False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,786,90
False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,787,10
False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,788,90
False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,789,90
False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,790,10
False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,791,10
False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,792,90
False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,793,10
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,794,90
False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,795,90
False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,796,90
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,797,90
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,798,10
False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,799,90
False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,800,10
False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,801,90
False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,802,10
False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,803,10
False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,804,10
False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,805,90
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,806,10
False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,807,90
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,808,90
False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,809,90
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,810,10
False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,811,10
False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,812,90
True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,813,90
False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,814,10
False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,815,90
False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,816,10
False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,817,10
False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,818,10
False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,819,90
False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,False,820,90
False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,821,90
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,822,10
False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,823,90
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,824,90
False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,825,10
False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,826,90
False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,827,10
False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,828,10
False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,829,90
False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,830,10
False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,831,90
False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,832,90
False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,833,90
False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,834,10
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,835,90
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,836,10
False,True,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,837,90
False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,838,90
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,839,10
False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,840,10
False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,841,10
False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,842,90
False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,843,10
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,844,10
False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,845,10
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,846,10
False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,False,847,10
False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,848,90
False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,849,90
False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,850,10
False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,851,10
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,852,10
False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,853,90
False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,854,90
False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,855,90
False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,856,10
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,857,10
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,858,10
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,859,90
False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,False,860,10
False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,861,10
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,862,10
False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,863,90
False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,864,90
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,865,10
False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,866,90
False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,867,10
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,868,10
False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,869,90
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,870,10
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,871,90
False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,872,10
False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,873,90
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,874,10
False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,875,90
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,876,10
False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,877,90
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,878,90
False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,879,90
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,880,90
True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,881,90
False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,882,90
False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,883,90
False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,884,10
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,885,10
False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,886,10
False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,887,10
False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,888,90
False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,889,10
False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,890,90
False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,891,10
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,892,90
False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,893,90
False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,894,10
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,895,90
False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,896,90
False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,897,10
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,898,10
False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,899,10
False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,900,10
False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,901,10
False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,902,90
False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,903,90
False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,904,90
False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,905,10
False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,906,90
False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,907,90
False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,908,90
False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,909,90
False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,910,90
False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,911,90
False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,912,10
False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,913,90
False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,914,90
False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,915,90
False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,916,90
False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,917,10
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,918,90
False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,919,10
False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,920,10
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,921,90
False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,922,90
False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,923,90
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,924,90
False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,925,10
False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,926,90
False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,927,10
False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,928,10
